start	end	text
4146920	4148880	отличаются от традиционного софта.
4149160	4149680	То есть там
4149680	4153000	Ethereum, грубо говоря, вот эти
4153000	4153880	вот там его ноды,
4154600	4157240	их штук пять или шесть разных.
4157580	4158960	Из них там две на Go
4158960	4160840	написаны имплементации. Там что-то
4160840	4162960	одна на Rusty, как бы, одна на Java,
4163620	4164720	одна на C-Sharp.
4165720	4167200	Там ее какие-то куски,
4167200	4168920	как бы, вот этой логики, как бы, там,
4168960	4170820	написаны буквально на всех языках.
4171440	4173060	То есть они все просто, по сути,
4173160	4175220	следуют вот этой вот спецификации.
4175900	4177260	А спецификация, она как раз
4177260	4179000	и говорит о том, как
4179000	4180940	валидировать блок. Значит,
4181180	4183000	я производитель блоков.
4183160	4184640	Значит, я хочу этот блок
4184640	4186200	произвести. Что я делаю?
4187440	4189200	Сейчас я уже буду, наверное, как бы
4189200	4191120	говорить про майнинг,
4191220	4192840	потому что, ну, это такая, как бы,
4192900	4195160	классическая штука. Но если вы смотрели
4195160	4196860	программу курса, то там биткоин
4196860	4198940	на самом деле находится в самом конце,
4199060	4200500	вот,
4200620	4202980	потому что, ну, во-первых, как бы, с точки
4202980	4205140	зрения кода, там, не очень, как бы,
4205640	4206660	сильный, там, это
4206660	4209320	интересно, вот, но тем не менее,
4209420	4210700	как бы, он очень красивый, такой
4210700	4212980	минималистичный, секьюрный, как бы, и
4212980	4215160	такой, как бы, клевый.
4215560	4217640	Вот. Но конкретно блокчейн-разработчики
4217640	4219140	под биткоин особо-то
4219140	4220840	не пробуют. Вот. Ну, там,
4221080	4223320	ну, есть там, да, там, часть определенная.
4223800	4224980	Вот. Сейчас по большей части
4224980	4226780	все занимаются именно смарт-контрактами,
4226820	4228940	и мы будем с вами заниматься именно смарт-контрактами.
4228960	4231000	Вот. Значит,
4231200	4232580	что делает, соответственно, майнер?
4233220	4234820	Он пошел, соответственно, в
4234820	4237100	вот этот вот пул, TX-пул,
4238220	4238880	набрал, как бы,
4238920	4241000	транзакций, значит,
4242120	4243160	в каждой
4243160	4244640	транзакции, при этом, как бы,
4244900	4246820	в каждой транзакции находится
4246820	4248620	комиссия для майнера,
4249240	4250980	которая устанавливается чисто
4250980	4252640	пользователями. То есть,
4252760	4254040	вы, когда шлете
4254040	4256740	куда-то там криптовалюту, вам, вы
4256740	4258820	указываете, сколько вы за это готовы
4258820	4260720	заплатить, и вы платите, конечно же,
4260760	4262740	в этой же, как бы, родной криптовалюте.
4263340	4265020	Это, на самом деле, довольно важный,
4265060	4266800	как бы, поинт. То есть, вы не
4266800	4269240	какие-то там деньги платите за транзакцию,
4269740	4270940	а у вас строго
4270940	4272740	списывается баланс нативной
4272740	4274800	криптовалюты, то есть родной для
4274800	4276740	данного, для данного
4276740	4278540	блокчейна. Там, в эфире это эфир,
4278980	4281240	в биткоине это биткоин, там, в пулько-доте
4281240	4283280	это дот, там, в салане
4283280	4284880	сол, и так далее. То есть, там есть
4284880	4286800	в каждом из таких блокчейнов
4286800	4288380	есть, как бы, своя, своя
4288380	4290060	нативная криптовалюта.
4291220	4292600	В общем, просто ее определить, это та,
4292640	4294980	в которой платятся комиссии за транзакцию.
4295860	4296900	Вот. Потому что майнерам,
4296920	4298740	на самом деле, пофигу, что там, какие там
4298740	4301040	токены внутри, кто кому там передает,
4301480	4302740	каких проектов, им это
4302740	4304920	совершенно не важно, как бы, они работают
4304920	4306600	исключительно в эфире.
4306940	4308960	Поэтому у каждой транзакции есть вот здесь
4308960	4309400	вот
4309400	4312300	размер комиссии.
4312880	4314920	Это будет довольно, довольно
4314920	4316700	сложная, на самом деле, штука, мы будем ее
4316700	4318180	разбирать, то есть, как это
4318180	4318740	сделано.
4320680	4322000	Он суммирует,
4322280	4324320	соответственно, все, как бы, вот эти вот комиссии,
4325460	4326480	получает там
4326480	4327680	сумму со всех транзакций,
4328620	4330660	добавляет себе coinbase транзакцию,
4331060	4332860	там, не знаю, два эфира в подарок,
4333280	4334460	вот себе там за блок,
4335060	4336740	плюс вот эта вот сумма,
4337480	4338100	соответственно,
4338500	4340160	всех вот этих вот комиссий.
4340740	4342500	Затем он в блок ставит
4342500	4344240	обязательно таймстэмп,
4344240	4346600	значит, время данного
4346600	4348040	блока, потому что у нас, когда
4348180	4349340	идет с вами цепочка,
4350420	4352580	у нас понятно, что, как бы,
4352580	4354380	в каждом блоке есть таймстэмп,
4354800	4356600	и он не может быть из
4356600	4358560	прошлого, он не может быть далеко из
4358560	4360700	будущего, это тоже, как бы, в спецификацию
4360700	4362760	внесено. Но при этом
4362760	4364440	майнер может немножко его, как бы,
4364440	4366520	двигать, вот здесь вот у него уж там,
4366540	4367240	как бы,
4367520	4370480	разное время. Он может
4370480	4372680	по-хорошему выбрать, как бы, там, текущее время,
4372800	4374520	или там, минус две секунды, или там,
4374580	4376620	плюс десять секунд, то есть это как ему нравится.
4377420	4378080	Но самое главное,
4378180	4380600	что вот этот вот таймстэмп,
4380620	4381960	он зафиксирован в блоке.
4383500	4384360	Затем обязательно
4384360	4386240	хэш предыдущего
4386240	4388560	блока в качестве, да, как бы,
4388560	4389440	мета-дана.
4391080	4392780	Следующая крайне, как бы,
4392820	4393780	важная штуковина,
4394140	4396800	это, так называемый,
4396860	4397460	state root.
4399860	4400660	Про это тоже,
4400720	4402560	как бы, надо отдельно поговорить.
4403020	4404900	Значит, когда мы с вами обсуждали
4404900	4406520	вот эту вот нашу state
4406520	4407800	базу данных,
4408180	4411100	я там рисовал, соответственно, табличку.
4415980	4417180	Я рисовал табличку
4417180	4418940	с адресами,
4419300	4420800	адрес Васи, как бы,
4420900	4422720	баланс эфира его.
4425780	4426040	Значит,
4426360	4429020	вот эта вот структура
4429020	4430860	внутренняя, на самом деле, там есть еще, как бы,
4430900	4432600	разные там служебные поля, например,
4432740	4434660	вот важное поле nonce. Это такой
4434660	4436800	монотонный счетчик,
4437020	4438160	который у Васи считается,
4438180	4439960	с каждой транзакцией. То есть, каждый раз,
4440080	4441820	когда Вася отправляет транзакцию,
4442620	4444040	у него, как бы,
4444300	4446200	было там единичка, потом стало
4446200	4447640	двойка, потом тройка.
4448480	4449440	Как думаете, зачем?
4452620	4454180	Чтобы не учесть дважды одну транзакцию?
4455160	4456100	Да, совершенно верно.
4456180	4457880	Чтобы не было атак реплей.
4458500	4460020	А то мы взяли, как бы, эту Васину
4460020	4462180	транзакцию, которую 10 эфира
4462180	4463820	Петя отправляет,
4463940	4465980	и, как бы, еще раз отправили, еще раз
4465980	4468120	отправили, еще раз отправили.
4468180	4469960	И, как бы, и, соответственно, весь эфир
4469960	4471840	у него высосали, весь передали Пете.
4472540	4474000	Вот. Поэтому обязательно нужен
4474000	4475960	nonce. И, конечно же, nonce вот сюда, как бы,
4475980	4477300	в транзакцию тоже, как бы,
4477640	4478960	тоже включается.
4479880	4481660	То есть, для того, чтобы каждая транзакция, как бы,
4481700	4483960	она была новой, чтобы электронная подпись,
4484040	4486420	как бы, подписывала новую пачку данных.
4487200	4488100	И вот эта вот
4488100	4489880	внутренняя штуковина, она внутри
4489880	4491040	представлена как
4491040	4494100	k-value базы данных.
4494820	4495420	k-value
4495420	4496440	database.
4496440	4496680	database.
4498180	4500420	Ну, я не знаю, насколько много
4500420	4502500	из вас, как бы, имели с ними дело. Скорее всего,
4502640	4504540	прям очень много людей, как бы, из вас
4504540	4506400	знают, что такое Mongo, или что
4506400	4508560	такое Redis, или там
4508560	4510500	что такое Tarantula. Ну, то есть,
4510840	4512380	это базы данных,
4512600	4514520	которые k-value.
4514920	4516160	У нас есть
4516160	4518300	SQL, там, базы данных,
4518400	4520360	большие там, всякие там, MySQL
4520360	4522320	с правильными движками, Postgres,
4522460	4523200	там, и так далее.
4523960	4526280	То есть, это те, у которых прям
4526280	4528160	такая прям табличная организация,
4528180	4530500	которая работает с кортежами,
4530820	4532560	значит, там, всякие инсерты, апдейты,
4532660	4534080	делиты, там есть
4534080	4536200	транзакции. k-value
4536200	4538540	базы данных, они, как бы, сильно проще,
4538740	4540320	они сделаны сильно проще
4540320	4542240	в угоду скоростям.
4542480	4544080	То есть, их используют, чтобы, например,
4544260	4545040	там, не знаю, там,
4545680	4548480	держать ваш профиль,
4548680	4550500	ну, не знаю, там, ваш юзернейм,
4550600	4551340	хэш пароля,
4551920	4553920	там, не знаю, там, дату рождения. То есть,
4553960	4556200	такие, как бы, данные, по которым
4556200	4558040	не нужно делать агрегацию. То есть,
4558180	4560240	k-value базы данных, это, в первую очередь,
4560280	4562040	базы данных, в которых не нужно сделать
4562040	4564460	выборку, выбери мне, там,
4564540	4566360	тысячу последних покупок
4566360	4568080	вот у этого человека, и еще
4568080	4570080	посчитай от этого, там, среднее,
4570720	4572500	а потом используй это, там, не знаю,
4572600	4574280	как какой-нибудь, там, рейтинг, там,
4574340	4576260	для того, чтобы ему, там, скидку выписать.
4576560	4578580	То есть, там, где нету, как бы, такой агрегации,
4578660	4580220	а есть просто прямой запрос, типа,
4580480	4581780	дай профиль быстро-быстро,
4582300	4584660	обнови профиль быстро-быстро, там, еще что-то.
4584760	4586560	То есть, где, там используются
4586560	4588060	вот эти, вот, k-value базы данных.
4589000	4589200	Значит,
4590440	4593040	они в блокчейнах
4593040	4594220	используются, то есть, они
4594220	4595880	не просто, там, не просто как
4595880	4598040	k-value базы данных, а на самом деле под
4598040	4599920	всеми, как бы, нодами блокчейн,
4599980	4602100	которые вы встретите, там находятся
4602100	4604140	продукты, которые называются LevelDB
4604140	4606020	и
4606020	4607680	ROXDB.
4608280	4609860	Это k-value базы данных,
4610020	4612020	быстрые, как бы, которые специально
4612020	4613280	созданы для таких
4613280	4616200	массированных быстрых апдейтов
4616200	4617900	и легкого отката.
4617900	4619320	Нам же с вами, как бы, нужно
4619320	4621700	еще откатывать, да, у нас идут блоки,
4621760	4623640	как бы, опять появился какой-нибудь анкл,
4624120	4625800	который победил. Нам нужно, значит,
4625820	4627540	все это дело быстро откатить.
4627960	4630100	Вот в k-value базы данных проще делать
4630100	4631660	так называемые снэпшоты.
4632460	4633980	То есть, как бы, кусочек, которому
4633980	4636020	ты можешь очень быстро откатиться
4636020	4637860	и, как бы, начать
4637860	4639280	накатывать новые транзакции.
4640560	4642180	То есть, все данные
4642180	4644200	в блокчейнах вы можете вообще представлять
4644200	4645680	как k-value базы данных.
4645680	4647000	В основном, как бы.
4647000	4648860	Причем ключами являются
4648860	4650840	вот эти вот криптографические адреса.
4651540	4652640	То есть, у Васи
4652640	4654720	10 эфира и такой-то нонс.
4655060	4656560	И там еще там та-та-та,
4656960	4658960	та-та-та, это мы уже, когда про контракты
4658960	4659960	будем с вами говорить.
4660660	4663000	То есть, есть набор данных, которые привязаны
4663000	4664800	к ключу, а ключами являются вот эти
4664800	4665360	вот как раз
4665360	4668820	адреса в блокчейне.
4669520	4670880	И накатывание, по сути,
4670980	4673020	накатывание транзакций
4673020	4674360	из вот этого блока
4674360	4676920	это изменение,
4677000	4679700	ну, это всегда, как бы,
4679700	4681600	набор новых ключей, которые нужно
4681600	4683400	добавить. Да, там, не знаю, там, майнер
4683400	4685300	первый раз в жизни, как бы, произвел блок.
4686040	4687420	Вот. И у него теперь, как бы,
4687460	4689680	встало там два эфира плюс комиссия.
4689980	4691560	Вот. Ну, там, нонс, ноль, там,
4691660	4693200	там, еще там что-то.
4693840	4695620	А там, не знаю, у Васи
4695620	4697840	надо изменить ему баланс.
4697960	4699460	Там, не знаю, там, Пете надо изменить
4699460	4701400	баланс. То есть, каждый, как бы, блок, это
4701400	4702820	набор изменений,
4703500	4705180	такой, как бы, атомарный, вот в этой вот
4705180	4706840	стейт-базе данных.
4707000	4709380	Для того,
4709520	4711240	чтобы, ну,
4711460	4713660	а теперь представьте, что мы хотим зафиксировать
4713660	4715620	состояние вот этой базы данных в хэше.
4716740	4717760	То есть, нам что сделать?
4717880	4719180	Как бы, прям взять, типа, все
4719180	4721560	key-value, отсортировать, фиг знает как,
4721660	4722400	по алфавиту,
4723120	4725420	положить вот там вот такой плоский файл,
4725480	4727360	как бы, от него хэш посчитать.
4727400	4728480	Это неудобно.
4729540	4731420	Вот. И для этого используется
4731420	4733300	структура, которую мы тоже с Вами будем
4733300	4735040	отдельно рассматривать, которая называется
4735040	4736300	Merkle-3.
4737000	4740140	Ну, и вообще,
4740240	4741760	на самом деле, там, деревья, как бы,
4741960	4744060	в этих базах данных, они довольно
4744060	4745840	там часто используются, но
4745840	4747620	дерево Меркла, оно в блокчейнах,
4747620	4749480	у него особая роль.
4750060	4751140	Значит, что это за структура?
4752560	4753720	Тоже мы там про ее
4753720	4755620	свойства отдельно поговорим,
4755680	4756960	пока кратенько.
4757840	4759760	Значит, это структура, которая построена
4759760	4761340	на криптографических хэшах.
4762680	4763600	Ну, предположим,
4763600	4765040	давайте так, как бы,
4766780	4766980	значит,
4767000	4769000	значит, здесь у нас будет адрес Васи,
4769780	4773280	адрес Васи, там, не знаю, там, 10 эфира,
4773800	4775340	ну, то есть, это просто вот данные,
4775560	4777200	как бы, а здесь будет адрес
4777200	4779060	Пети, как бы, 8 эфира,
4779600	4781260	а здесь будет там адрес Майнера,
4781360	4783100	это там 2 эфира, там, и так далее.
4784000	4785500	Значит, от этих данных
4785500	4786520	считаются хэши,
4786960	4787920	криптографические,
4788580	4791200	и строится что-то типа бинарного
4791200	4792900	дерева, но только вот здесь,
4793120	4795000	вот в этих вот узлах
4795680	4796760	этого бинарного
4796760	4797980	дерева, вот здесь вот,
4798440	4799040	находится
4799040	4802460	хэш конкатенации
4802460	4804340	вот этих двух хэшей, то есть,
4804420	4806320	мы их, как бы, там, H1,
4806460	4808720	H2, а здесь находится
4808720	4810720	хэш, как бы, H3,
4811120	4811840	H4.
4812920	4814200	То есть, они слепляются,
4814500	4816440	и, как бы, слепляются уже, как бы,
4816560	4818460	идут до корневого элемента,
4818540	4820000	который, как бы, называется рут.
4820860	4822560	Штука широко используемая,
4822560	4824860	она, кстати, используется и в торрентах,
4824940	4826320	тоже вовсю, как бы, потому что,
4826320	4828340	когда вы качаете
4828340	4830460	с какого-то другого компа
4830460	4832080	кусочек, там, фильма,
4832280	4833760	там, я не знаю, там, небольшой,
4834280	4836200	вам бы по-хорошему нужно доказательство
4836200	4838220	то, что этот кусочек принадлежит, как бы,
4838220	4840240	к этому фильму, а не то, что
4840240	4842340	вам скормили какую-то хренатень.
4843080	4844160	Вот. И вот это
4844160	4845480	доказательство того, что
4845480	4848000	только что скачанные, там, не знаю,
4848120	4849920	несколько килобайт данных,
4850600	4852280	что эти
4852280	4853960	несколько килобайт данных, они, как бы,
4853960	4855860	относятся к фильму, тоже делаются при помощи
4855860	4857300	Меркел-дерева.
4858140	4859180	Значит, чем оно хорошо?
4859820	4861840	Оно хорошо тем, что мы можем все
4861840	4863980	вот эти вот наши значения
4863980	4865760	сохранить, по сути,
4865820	4866620	в одном числе
4866620	4869860	и доказывать то, что эти
4869860	4872200	значения находятся в этом листе при помощи
4872200	4873840	так называемого Меркел-пруф.
4875180	4875460	Значит,
4875760	4877760	как выглядит Меркел-пруф? Я хочу доказать,
4877940	4878580	что Петя,
4878840	4881640	что Петя с балансом 8
4881640	4883920	находится вот в этом вот
4883920	4885840	дереве. И у меня для проверки,
4885860	4887180	у меня есть только вот одно вот это,
4887340	4889220	одно только число.
4889800	4891800	Что я делаю, чтобы доказать, как бы, что я
4891800	4892980	в этом листе нахожусь?
4893780	4895820	Я создаю доказательство
4895820	4897440	следующего вида. Значит, я
4897440	4899740	беру там, соответственно, хэш от
4899740	4901500	моего вот этого Пети, как бы,
4901740	4903620	и восьмерки. Вот он вот этот вот
4903620	4904680	хэш. Это,
4905620	4907540	значит, беру его.
4908780	4909780	Меркел-доказательство
4909780	4910460	это массив.
4911940	4913760	Значит, в этот
4913760	4915100	массив я кладу,
4915860	4918180	вот этот вот хэш, которого мне не хватает,
4918240	4919340	как бы, h1.
4921300	4921780	Теперь
4921780	4923240	я смогу, как бы, взять
4923240	4925560	вот этот хэш, вот этот вот,
4925640	4927600	и вот это вычислить самостоятельно.
4927860	4929660	То есть мне не нужно это сообщать.
4930040	4931660	Но для того, чтобы добраться до рута,
4931700	4933800	мне не хватает вот этого еще хэша.
4934120	4935700	И поэтому я беру еще,
4935800	4936720	как бы, хэш от
4936720	4939420	h3 и h4.
4940820	4941660	Получается такое,
4941660	4942720	как бы. Ну, то есть
4942720	4945480	я, Меркел-доказательство,
4945860	4947740	это массив хэшей, которых
4947740	4949720	не хватает для того, чтобы
4949720	4952320	построить полный путь по Меркел-дереву
4952320	4953000	до рута.
4954580	4955660	И получается, что
4955660	4958620	я таким образом,
4958700	4959580	как бы, доказал,
4960160	4961540	то, что вот этот вот листик
4961540	4963700	принадлежит, как бы, вот этому дереву.
4963980	4966000	И доказал это, предоставив
4966000	4967300	o
4967300	4969900	от, соответственно, логарифм 2n
4969900	4972300	хэшей.
4972300	4974380	То есть уровни
4974380	4975740	в этом дереве, логарифм,
4975860	4977940	2n, вот. И, соответственно, я должен
4977940	4980300	логарифм 2n хэшей, как бы, предоставить
4980300	4981720	для того, чтобы доказать, что
4981720	4983340	какой-то лист находится в этом дереве.
4984560	4985860	То есть, когда
4985860	4987400	я здесь пишу, как бы, state root,
4988020	4989420	это, по сути, как раз, вот,
4989560	4992000	root всех ключей, значений
4992000	4994220	вот этой вот
4994220	4995820	базы данных. У нас
4995820	4997980	произошла какая-то транзакция,
4998180	4999640	значит, с одного списали,
4999640	5001440	там, вот этого, у этого стало
5001440	5003140	8, а у этого стало 10.
5003800	5005840	Хэши изменились, дерево,
5005860	5007760	как бы, изменилось, как бы, и я
5007760	5009040	пишу сюда, как бы, новый
5009040	5010360	state root,
5011660	5013360	вот, потому что, как бы, дерево, оно
5013360	5015720	изменило свою конфигурацию.
5015820	5017700	Там для этого еще есть специальные
5017700	5019440	еще модификации различные, всяких
5019440	5022080	меркл-деревьев, вот, которые используются.
5022880	5023920	Я правильно понимаю, что
5023920	5025760	оно будет персистентное, ну, и
5025760	5027180	то есть копируется каждый раз полностью,
5027460	5029740	новая версия отдельно, или как
5029740	5032000	хранится? Новая версия
5032000	5033660	дерева? Да, да, да.
5034060	5035840	Не, ну, дерево строится, как бы,
5035860	5037780	в самом, как бы, ну, в памяти,
5037880	5039780	как бы, нода, она, конечно, держит, как бы,
5039800	5041720	все вот эти вот листы, как бы, в голове.
5042680	5043680	Я имею в виду, и когда оно
5043680	5045600	обновляется, то старое остается, или только
5045600	5047560	обновляется еще? Не, старое остается в
5047560	5049580	прошлом блоке, ну, то есть
5049580	5051620	где-то в прошлом блоке был, как бы,
5052080	5053800	старый state root.
5056020	5057720	В общем, ну, по сути, это,
5057800	5059720	как бы, хэш базы данных, вот этого,
5059820	5061100	вот этой state database,
5061480	5063560	просто организован при помощи вот такого,
5063560	5065640	такого вида структур данных.
5065860	5066720	Хорошо, спасибо.
5067860	5068800	В принципе,
5069400	5071660	точно так же, как бы, хранятся
5071660	5073420	и tx root,
5074240	5076060	то есть, по похожему
5076060	5077920	же принципу, транзакции
5077920	5080220	в блоке, они тоже организованы
5080220	5081700	в меркл дерева,
5082180	5083380	и тоже у него есть root,
5083740	5085460	и, то есть, вы можете доказать, что
5085460	5087720	моя транзакция, как бы, находится
5087720	5089520	в этом блоке,
5090040	5092140	не предъявляя весь блок,
5092140	5094080	а достаточно, как бы, просто предъявить
5094080	5095800	tx root и доказать,
5095860	5097640	вместо того, что ваша транзакция, как бы,
5097720	5100060	она к этому tx root относится.
5100200	5102260	То есть, не надо, как бы, выкачивать там весь блок,
5102700	5103820	просматривать, смотреть,
5103960	5105540	есть ли там, как бы, транзакция или нет,
5105620	5108000	как бы, вы можете спокойно доказать,
5108000	5109940	что транзакция в этом блоке есть,
5110400	5111760	и сделать это за
5111760	5113920	all log 2n, как бы, транзакции.
5115200	5116580	Не очень страшно.
5117880	5118980	Вот. Значит,
5119280	5121020	так.
5122040	5123740	Там еще вопрос в чате зума был
5123740	5124680	некоторое время назад.
5125860	5128140	Сейчас посмотрим. Так, вы вопросы
5128140	5129760	лучше перебивайте.
5132500	5134040	Похоже на UUID.
5136360	5138400	Это я про хэш спрашивал, когда говорили,
5138540	5140320	что он отличается очень сильно,
5140380	5141820	и что одинаковые там не могут быть.
5141820	5143760	Да, да, да. Так эти все UUID,
5143860	5146480	они на этих хэшах же и построены,
5146560	5147620	как бы, точно так же.
5147960	5150100	На самом деле, вообще-то,
5150100	5151900	здесь ничего прям какого-то там
5151900	5154480	прям супер других алгоритмов
5154480	5155760	нету. Здесь, по сути,
5155860	5158040	просто комбинация большого количества
5158040	5159700	всего, что было до этого сделано.
5160700	5161740	Вот. Ну, и, кстати говоря,
5161840	5164240	говоря о развитии, да, блокчейна,
5164680	5165920	почему раньше-то, как бы,
5165920	5168080	его не было? Да потому,
5168220	5169520	что у вас не было компов, которые
5169520	5171760	могут взять и тысячу электронных подписей
5171760	5173860	проверить. Это офигеть,
5174000	5175300	какая операция. Там вы
5175300	5177540	на Raspberry Pi, короче,
5177640	5179420	замучаетесь подписывать транзакцию.
5179520	5181320	Точнее, на чем-то прям
5181320	5183400	совсем мелком, не знаю, там, на
5183400	5185840	орудина, например, сделать, как бы, подпись,
5185920	5187720	транзакция, очень сложно,
5187860	5189460	потому что, как бы, огромная битность,
5189600	5191460	очень мощные вычисления. Пока
5191460	5193860	компы не доросли, как бы, до вот этих мощностей,
5193940	5195780	блокчейны, по сути, были невозможны.
5196460	5197600	Вот. Они сейчас стали возможны,
5197640	5199640	потому что, чем отличается
5199640	5201580	блокчейн-нода, она
5201580	5203420	с точки зрения софта, это, по сути, как
5203420	5205540	монго, не знаю, как монго,
5205620	5207180	как бы, такая, которая крутится,
5207740	5209480	которая просто с другими монгами
5209480	5211040	соединена через peer-to-peer.
5212080	5213400	И при этом это монго,
5213480	5215420	у которой жрет очень много процессора,
5215860	5217840	что ей постоянно надо криптографические
5217840	5219920	штуки делать. Ей надо хэши вычислять,
5220440	5221700	проверять, как бы, вот эти вот
5221700	5224040	мертвые доказательства, проверять
5224040	5225740	электронные подписи. То есть она все время
5225740	5227820	работает с числами
5227820	5230160	огромной битности. Поэтому все блокчейн-ноды,
5230160	5232000	они потребляют процессор прямо
5232000	5232700	изо всех сил.
5233900	5236300	Так. Зачем при отправке транзакции
5236300	5237740	мы указываем хэш-блока,
5238900	5240340	если блок
5240340	5241920	из транзакции собирает вреда?
5242000	5244220	Нет, мы при отправке транзакции не указываем
5244220	5244900	хэш-блока,
5245860	5247840	и как бы непонятно, как бы, хэш какого
5247840	5249300	блока мы должны, как бы, указать.
5250080	5251740	Вот. Потому что, во-первых, как бы, нас еще
5251740	5252700	в блок не включили.
5253640	5255760	Мы можем, наверное, опционально указать,
5255860	5257360	типа, хочу, как бы, транзакцию
5257360	5259740	после этого блока, как бы, но
5259740	5262060	в транзакциях хэша-блока
5262060	5264060	нет никакого. Там просто
5264060	5264820	написано, типа,
5266040	5267880	вот нонс там есть, как бы, то есть
5267880	5269540	я хочу увеличить счетчик
5269540	5270680	своих транзакций.
5272000	5273880	Вот. Так. На это
5273880	5275840	ответил. Поехали дальше.
5275860	5278020	Так, у нас 13.28.
5280120	5281680	Так, у всех, короче,
5281840	5284060	голова закипит, поэтому предлагаю
5284060	5286080	объявить перерыв. Давайте
5286080	5288840	на 15 минут.
5289960	5291980	Сегодня 13.30,
5292380	5293780	в 13.45 продолжим.
5294740	5296120	Сколько вообще по времени лекция
5296120	5297940	планируется? Ну, вообще,
5298020	5300000	все эти лекции планируются по две
5300000	5301980	пары. Хорошо.
5303140	5304500	Курс здоровый.
5305860	5307860	Спасибо.
5335860	5337860	Спасибо.
5337860	5339860	Спасибо.
5365860	5377860	The end.
5388080	5390080	Спасибо.
5395860	5425840	Субтитры создавал DimaTorzok
5425860	5455840	Добавил субтитры DimaTorzok
5455860	5485840	Субтитры создал DimaTorzok
5485860	5515860	
5515860	5545860	
5545860	5575860	
5575860	5605860	
5605860	5635860	
5635860	5665860	
5665860	5695860	
5695860	5725860	
5725860	5755860	
5755860	5785860	
5785860	5815860	
5815860	5845860	
5845860	5875860	
5875860	5905860	
5905860	5935860	
5935860	5965860	
5965860	5995860	
5995860	6025860	
6025860	6055860	
6055860	6085860	
6085860	6115840	Субтитры создал DimaTorzok
6115860	6145860	
6145860	6175860	
6175860	6205860	
6205860	6235860	
6235860	6265840	Субтитры создал DimaTorzok
6265860	6295840	Субтитры создал DimaTorzok
6295860	6325840	Субтитры создал DimaTorzok
6325860	6355840	Субтитры создал DimaTorzok
6355860	6385840	Субтитры создал DimaTorzok
6385860	6415840	Субтитры создал DimaTorzok
6415860	6445840	Субтитры создал DimaTorzok
6445860	6475840	Субтитры создал DimaTorzok
6475860	6505840	Субтитры создал DimaTorzok
6505860	6529680	Субтитры создал DimaTorzok
6529740	6531660	Субтитры создал DimaTorzok
6531660	6531800	Субтитры создал DimaTorzok
6531800	6534380	Субтитры создал DimaTorzok
6534380	6534480	Субтитры создал DimaTorzok
6534480	6534620	Субтитры создал DimaTorzok
6534620	6534960	Субтитры создал DimaTorzok
6534960	6535000	Субтитры создал DimaTorzok
6535000	6535020	Субтитры создал DimaTorzok
6535020	6535120	Субтитры создал DimaTorzok
6535120	6535160	Субтитры создал DimaTorzok
6535160	6535260	Субтитры создал DimaTorzok
6535260	6535320	Субтитры создал DimaTorzok
6535320	6535340	Субтитры создал DimaTorzok
6535340	6543900	появляется как бы своя собственная цепочка вот то есть это тогда бы вот эта штука рыба
6543900	6551480	отпочковывается история которая была описана с итериум и эфириум классика она выглядела
6551480	6558800	следующим образом там в определенном блоке здесь он был там совершенку и там хак большой что тащили
6558800	6568300	там сок там десятка миллионов долларов и начиная с этого блока команда эфира она сказала как бы там
6568300	6573620	мы соответственно выпилим адреса этого хакера то есть просто добавим типы костыль что начиная с
6573620	6580300	такого-то блока вот это вот там не за баланс этого хакера равен нулю но я утрирую короче того что
6580300	6588700	каким способом ничего не митингирует хак сделать так как будто бы его и не было и попросили как бы
6588700	6595780	всех майнеров эфира как бы обновить этот софт и майнеры обновили из них большинство как бы
6595780	6604600	обновила этот софт и конечно пошла как бы пошла цепочка эфира может работать а другая часть
6604600	6610140	которая назвали себя эфириум классика не сказали нет мы ничего мы вот эти костыли впиливать не
6610140	6617880	будем фиксинг с хаком типа код и зло типа и взломали так взломали как бы все как бы мы
6617880	6618680	будем как бы
6618680	6627080	придерживаться не будем эти костыли впиливать и понятно что у тех которые перешли как бы те
6627080	6634400	которые были и т.х. для них как бы вот блок эти си как бы следующий он для них невалидный потому
6634400	6642820	что в нем как бы есть вот этот адрес то есть то есть он для вот этого как бы для эфира как
6642820	6648680	бы невалидные поэтому майнеры как бы и здесь и они по сути отпачковались начали стартовать
6648680	6650660	про PIP sono
6650660	6652600	realise
6652600	6653740	так
6653740	6655240	сейчас
6655260	6656360	вот
6656360	6657440	туда
6657440	6658240	moved
6658240	6659780	эфир
6659780	6662640	не
6663180	6664200	уверенно что
6664200	6665000	разработка
6665000	6665980	и
6665980	6666780	melt
6666780	6667940	если
6667940	6668820	сейчас
6668820	6671080	не
6673600	6674580	есть
6674580	6675900	так
6675900	6676840	reinstall
6676840	6677640	на
6677640	6678540	этот
6678540	6685540	уже дальше как бы зависит от того как бы как она изменилась то есть она будет она принимать от
6685540	6692040	других майнеров со старой версии как бы их блоки будет или не будет лишь насколько этот хардфорк
6692040	6700020	вот здесь вот как бы нормально там грамотно запрограммирован то есть это рассматривать
6700020	6704820	нужно именно с точки зрения не знаю там архитектуры что я не знаю там базы данных
6704820	6710920	который меняется например там схема данных предположим что у вас там не знаю там 10
6710920	6715320	серверов вас данных они работают как бы с одной и той же базы данных вы в этой базе
6715320	6720600	данных меняете там не знаю там название какой-нибудь колонки и у вас те кто софт
